genes	m0 control1	m0 control2	m0 control3	m0 control4	m0 Latex	m0 E. coli	m0 EHEC	m0 S. typhi	m0 S. typhimirium	m0 S. aureus	m0 L. monocytogenes	m0 M. tuberculosis	m0 M. bovis BCG	m0 LPS E	m0 LPS S	m0 LTA	m0 MDP	m0 TB hsp70	m0 BCG hsp65	m0 MPA	m0 f-MLP	m0 Protein A	m0 Mannose	m0 IFN-alpha	m0 IFN-beta	m0 IFN-gamma	m0 IL-10	m0 IL-12	m0 (U937) control1	m0 (U937) B. pertussis 338	m0 (U937) B. pertussis 537 (avirulent)	m0 (U937) B. pertussis A2-6 (AC-)	m0 (U937) B. pertussis Tox6 (PT-)	DC control1	DC control2	DC control3	DC E. coli 	DC Influenza 	DC C. albicans 	DC LPS 	DC PolyIC 	DC Mannan 
PMPCA	1	3	1	3	-1	4	0	-1	4	0	0	0	-1	-1	3	-1	3	0	-1	-1	3	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	-1	4	0	-1	-1	-1	-1	4	-1	3
ERCC5	-1	-1	0	-1	-1	3	4	3	4	4	4	-1	-1	4	3	4	-1	-1	4	-1	4	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	3	4	-1	-1	-1	1	-1
CDC25B	-1	-1	0	-1	-1	-1	-1	4	-1	-1	0	-1	-1	-1	-1	-1	3	0	0	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	-1	4	2	-1	2	-1	-1
BRD3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1	-1	-1	3	-1	-1	-1	3	3	4	-1	3	-1	0	-1	-1	-1	-1	-1	-1	4	0	-1	4	4	4	3	4	4
SULT1A3	-1	4	0	4	-1	-1	-1	4	-1	-1	-1	-1	-1	3	4	3	3	4	-1	3	3	-1	3	-1	3	4	0	-1	-1	-1	-1	-1	-1	4	1	2	4	-1	-1	-1	4	4
IMPDH2	4	-1	-1	-1	-1	4	-1	3	4	-1	-1	-1	4	-1	-1	1	4	-1	-1	-1	3	-1	3	0	1	0	1	1	-1	-1	-1	-1	-1	3	0	-1	4	-1	4	-1	-1	4
FKBP4	-1	-1	-1	-1	-1	-1	4	4	-1	4	-1	-1	4	-1	-1	1	-1	-1	3	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	2	4	-1	-1	-1	-1	-1
TTC1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1
RPS26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	-1	-1	-1	-1	-1	4	1	-1	4	-1	-1	3	4	-1
BAD	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	0	4	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	4	-1	-1
SMAD2	-1	-1	-1	-1	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	0	4
SUMO3	-1	-1	3	-1	-1	3	4	4	4	3	4	4	-1	-1	-1	3	-1	3	-1	-1	-1	-1	-1	0	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1	2	-1	4
CLPP	-1	-1	3	-1	-1	4	4	3	4	-1	4	4	-1	3	-1	-1	-1	-1	4	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	4	1	-1	-1	4	-1	-1	4	4
SERPINB6	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	2	0	-1
DDT	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	4	2	0	-1
ATP5D	-1	-1	3	-1	-1	-1	-1	4	4	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	0	0	0	0	1	-1	-1	-1	-1	-1	4	-1	2	4	-1	5	-1	-1	4
EEF1D	1	-1	-1	0	0	-1	-1	-1	4	-1	0	-1	1	-1	0	-1	0	3	-1	-1	0	0	0	-1	0	1	0	0	-1	-1	-1	-1	-1	3	-1	-1	-1	4	-1	-1	0	3
CDC37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	1	1	0	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	-1
UBA52	-1	-1	-1	-1	4	-1	0	-1	-1	-1	1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	5	0	2	2	-1	-1	0	-1
JUND	-1	-1	-1	-1	-1	-1	0	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	1	0	0	-1	-1	-1	-1	-1	-1	4	-1	0	-1	2	-1	-1	0	4
RPL13	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	3	-1	-1	-1	-1	0	0	0	0	1	-1	-1	-1	-1	-1	3	0	0	4	4	5	-1	4	4
ARPC2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	2	-1	-1	-1	0	-1
RPL39	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	3	-1	0	2	2	-1	-1	0	-1
PRSS15	1	-1	-1	-1	-1	-1	3	3	4	3	-1	-1	1	-1	-1	4	-1	3	-1	-1	3	-1	-1	0	1	0	0	0	-1	-1	-1	-1	-1	3	0	-1	4	4	-1	2	0	-1
CD68	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	3	0	-1	-1	1	-1	1	1	1	-1	0	0	0	-1	3	-1	-1	-1	3	-1	1	-1	-1	-1	0	0	4
DGCR2	-1	1	3	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	1	4	-1	4	-1	-1	-1	-1	-1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	1	2	5	0	5	-1	-1	-1
MRPL28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	3	0	0	4	4	-1	-1	-1	-1
GSK3A	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	4	-1	2	-1	4
YAF2	-1	-1	0	-1	0	-1	0	-1	-1	-1	1	-1	-1	1	-1	3	-1	-1	-1	0	-1	-1	1	-1	-1	0	0	3	-1	-1	1	-1	-1	4	0	-1	4	4	-1	4	4	-1
STX5A	-1	-1	-1	-1	-1	-1	0	-1	-1	1	0	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	1	-1	-1	-1	-1	-1	3	0	2	0	4	1	2	0	-1
MAP3K11	-1	-1	0	0	-1	-1	-1	3	-1	0	0	-1	-1	-1	-1	3	-1	0	0	-1	0	1	0	3	3	1	0	-1	3	-1	3	-1	-1	3	0	1	-1	4	-1	-1	0	4
USF2	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	4
AGPAT2	-1	-1	-1	-1	3	-1	4	-1	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	4	0	0	4	4	-1	4	-1	4
UCP2	-1	-1	-1	-1	4	4	4	4	4	4	4	-1	-1	-1	-1	3	-1	4	4	-1	-1	-1	-1	0	1	1	0	1	-1	4	-1	-1	-1	4	5	-1	4	5	-1	-1	0	4
MAP4K1	-1	-1	0	3	-1	-1	0	4	4	0	-1	-1	-1	0	1	1	-1	0	-1	0	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	4	-1	-1	4
MAP2K2	-1	-1	-1	-1	3	4	-1	-1	4	-1	-1	-1	-1	0	-1	-1	4	3	-1	-1	-1	-1	-1	0	4	3	-1	-1	-1	0	-1	-1	-1	-1	1	2	-1	-1	-1	1	-1	-1
RBM10	-1	-1	0	0	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	1
GCN1L1	4	-1	0	0	4	-1	3	3	1	4	3	-1	4	3	-1	3	0	0	-1	-1	0	0	1	0	0	0	4	-1	-1	-1	-1	-1	-1	4	0	1	-1	-1	0	4	-1	-1
IRF3	3	-1	0	0	4	-1	4	3	4	4	-1	4	3	3	3	3	0	-1	-1	3	0	0	0	3	4	3	4	-1	-1	0	-1	-1	3	4	0	3	4	-1	-1	2	4	-1
MVD	1	3	0	-1	-1	3	4	3	-1	0	0	3	-1	3	3	1	0	0	0	3	-1	-1	-1	4	4	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	4	0	0	2	3	4
PMS2L8	4	-1	0	-1	3	4	-1	4	-1	-1	0	4	4	3	3	3	0	0	0	3	-1	0	0	-1	4	0	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	-1	-1	-1	-1
TERT	-1	0	-1	0	-1	1	3	-1	0	3	4	0	-1	0	4	0	-1	3	3	0	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
RPP38	-1	-1	3	-1	1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	0	1
TP53BP1	3	-1	-1	-1	-1	-1	3	-1	3	-1	-1	-1	-1	-1	3	-1	4	0	-1	3	-1	-1	4	3	1	3	3	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	-1	0	-1
KIAA0317	-1	-1	-1	-1	1	-1	-1	3	-1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	3	3	3	4	-1	-1	-1	-1	-1	3	0	4	-1	-1	-1	-1	0	1
CTBS	-1	-1	-1	-1	-1	3	3	-1	-1	-1	4	-1	-1	3	-1	0	-1	-1	3	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	3	0	-1	-1	-1	0	-1
SPINT2	3	3	3	-1	-1	3	4	4	4	4	4	3	4	0	0	3	-1	3	-1	0	-1	-1	0	3	3	3	3	3	-1	1	-1	0	-1	-1	4	-1	-1	0	-1	2	-1	-1
H1FX	-1	-1	3	-1	1	-1	-1	4	3	-1	-1	-1	1	-1	-1	1	1	3	3	-1	-1	-1	1	3	4	3	3	4	-1	-1	-1	-1	-1	4	0	4	-1	-1	2	-1	-1	-1
PRG2	-1	4	3	0	-1	3	0	1	0	0	0	-1	-1	-1	-1	-1	0	1	0	-1	0	0	-1	3	3	3	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1
ALDH2	-1	-1	-1	0	-1	-1	-1	-1	4	-1	-1	4	-1	-1	-1	-1	0	-1	-1	3	0	0	0	3	3	3	3	-1	-1	3	-1	3	3	4	4	4	2	-1	2	2	-1	4
ALDH1A1	-1	-1	3	-1	-1	-1	4	4	4	4	4	-1	-1	-1	-1	-1	-1	3	3	-1	-1	-1	0	3	-1	3	3	4	-1	-1	-1	-1	-1	-1	4	-1	1	1	-1	1	1	-1
SLC2A3	3	0	-1	1	0	0	4	-1	-1	1	-1	1	1	-1	4	-1	-1	-1	-1	3	0	0	1	3	3	3	3	3	-1	1	1	1	1	4	-1	-1	0	0	-1	1	0	1
SHC3	1	0	-1	0	0	0	4	-1	-1	3	4	0	1	0	0	0	0	3	-1	-1	-1	0	1	3	0	3	3	3	-1	-1	-1	-1	-1	0	0	3	0	-1	-1	-1	-1	-1
RGS2	-1	4	4	0	-1	-1	-1	0	1	-1	4	1	-1	1	0	0	0	3	3	0	1	0	0	1	-1	-1	-1	1	-1	-1	-1	-1	-1	0	3	3	0	1	-1	0	3	0
CEBPD	-1	-1	3	0	-1	0	3	4	-1	4	4	1	1	0	0	1	0	3	3	-1	0	0	1	-1	3	3	3	-1	-1	-1	-1	-1	-1	4	-1	3	0	1	1	0	1	1
IRAK1	-1	-1	0	-1	-1	-1	0	4	-1	-1	-1	-1	-1	-1	-1	4	-1	0	0	-1	-1	-1	-1	3	3	3	-1	-1	-1	-1	-1	-1	-1	3	0	-1	-1	0	-1	1	1	-1
PRRX1	-1	-1	0	-1	-1	4	3	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	0	-1	0	-1	-1	3	3	3	3	4	-1	-1	-1	-1	-1	3	-1	-1	4	-1	-1	2	0	3
HSF1	0	-1	0	-1	4	4	0	-1	4	-1	0	-1	-1	0	3	4	-1	-1	-1	-1	-1	-1	-1	3	3	3	4	-1	-1	-1	-1	-1	-1	3	-1	3	4	4	4	-1	0	-1
POLRMT	1	3	1	-1	-1	4	-1	3	4	0	0	3	-1	0	-1	4	0	-1	0	1	0	0	0	3	3	-1	3	-1	-1	-1	-1	-1	-1	3	1	-1	4	4	-1	-1	0	3
BAT1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	2	-1	-1
TIAF1	-1	3	0	0	4	1	-1	-1	-1	1	-1	3	4	-1	0	0	-1	3	-1	-1	0	0	0	3	3	3	3	3	-1	-1	-1	-1	-1	4	1	3	-1	4	-1	0	-1	-1
NFYC	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	2	-1	-1	-1	-1
TFDP2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
CTTN	-1	-1	0	-1	4	-1	3	-1	-1	1	3	-1	1	3	-1	4	-1	3	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1	-1	1	-1	1	2	-1	2	-1	-1	-1
RBM5	-1	-1	0	-1	-1	3	3	0	1	-1	4	-1	-1	3	4	0	-1	-1	0	4	-1	-1	-1	3	3	3	3	3	-1	-1	3	-1	-1	4	-1	1	1	-1	2	-1	-1	-1
SULT1C1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	4	4	3	3	3	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1
GALNS	-1	-1	0	-1	-1	-1	3	-1	1	1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	3	-1	3	3	-1	-1	-1	-1	-1	-1	3	-1	3	-1	-1	0	-1	0	4
CCND2	-1	-1	-1	-1	-1	4	1	1	-1	-1	-1	-1	4	4	4	0	-1	1	1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1
CA2	-1	-1	3	-1	-1	4	3	1	1	-1	4	4	-1	4	4	4	-1	4	3	-1	-1	-1	0	3	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	3	0	1	0	-1	-1	-1
BRRN1	-1	-1	-1	0	-1	4	3	-1	0	3	0	4	4	4	4	0	-1	1	-1	-1	0	1	0	3	3	3	3	3	-1	-1	-1	-1	-1	3	-1	3	4	1	-1	-1	0	4
ST5	-1	-1	1	-1	3	-1	1	-1	-1	-1	-1	-1	4	4	3	-1	-1	1	0	3	-1	0	-1	-1	-1	-1	-1	1	-1	-1	3	-1	0	0	-1	3	-1	4	-1	-1	-1	1
MAN2C1	-1	4	0	-1	-1	-1	4	-1	3	4	3	4	-1	4	-1	3	0	4	-1	4	1	0	0	3	3	3	4	3	-1	-1	-1	-1	-1	4	1	1	-1	-1	0	-1	-1	1
ADARB1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1	0	0	3	-1	1	0	3	3	3	4	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	5	-1	-1	1
CYP51A1	-1	-1	-1	-1	-1	-1	3	-1	1	-1	-1	-1	-1	-1	4	4	-1	-1	-1	-1	-1	-1	0	3	3	3	-1	-1	-1	-1	-1	-1	-1	3	0	-1	-1	5	1	1	0	-1
DLST	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	3	3	3	3	4	-1	-1	-1	-1	-1	4	0	-1	4	-1	1	3	1	1
NUMB	-1	-1	0	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	3	3	3	4	-1	-1	-1	-1	-1	-1	3	-1	3	0	-1	-1	1	1	-1
PPIC	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	0	-1	-1	-1	-1	0	3	3	3	3	4	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1
PDLIM4	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	-1	-1	0	0	1	0	3	4	-1	3	0	-1	-1	-1	-1	-1	4	-1	3	5	4	-1	-1	1	1
SNTB2	1	-1	0	-1	1	-1	3	-1	-1	-1	3	0	-1	0	1	4	4	4	4	0	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1	1	-1	2	-1	1	5	-1	-1	4
PMP22	1	4	-1	0	0	-1	4	3	-1	-1	-1	4	1	4	4	-1	-1	3	4	-1	-1	0	-1	3	3	3	3	0	-1	-1	-1	-1	-1	-1	0	4	0	0	0	1	0	1
PPARD	1	-1	-1	-1	1	-1	4	-1	3	-1	-1	-1	1	4	3	-1	-1	3	0	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	0	3	1	4	0	1	0	-1
EPS8	1	-1	-1	-1	0	4	-1	-1	-1	-1	-1	4	-1	4	4	-1	4	-1	-1	-1	-1	-1	0	3	3	3	3	3	-1	-1	-1	-1	-1	0	-1	3	-1	2	-1	-1	4	-1
GIT2	-1	-1	4	-1	-1	-1	4	-1	-1	4	3	-1	-1	-1	-1	-1	-1	4	4	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	3	-1	3	-1	-1	-1	-1	-1	-1
P4HA1	-1	4	4	-1	-1	-1	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	3	4	-1	-1	-1	3	3	4	-1	-1	3	-1	-1	-1	-1	-1	4	-1	3	2	4	-1	1	0	-1
NEFH	-1	-1	0	-1	-1	4	-1	-1	-1	-1	-1	-1	4	3	4	4	-1	-1	-1	4	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	-1	-1	-1	-1	-1
IGBP1	-1	-1	-1	-1	-1	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	3	4	-1	-1	-1	-1	-1	-1	-1	3	4	3	4	-1	-1	-1	4	-1
NUCB2	-1	-1	4	1	-1	-1	-1	4	-1	-1	4	3	-1	3	-1	4	-1	-1	0	4	3	-1	-1	3	-1	3	3	-1	-1	-1	-1	-1	-1	0	-1	3	-1	2	-1	-1	3	-1
MRE11A	-1	-1	0	3	-1	-1	-1	-1	-1	-1	4	-1	-1	3	-1	0	4	-1	0	-1	3	-1	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	-1	3	-1	2	-1	-1	-1	-1
COX7A2	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	4	3	2	-1	-1	-1	0	-1	-1
TPMT	-1	-1	-1	-1	-1	-1	4	-1	4	-1	3	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	3	3	4	-1	4	-1	-1	-1	-1	-1	0	-1	-1	2	-1	-1	-1	-1	-1
MYO1C	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	3	-1	-1	-1	-1	-1	3	3	-1	4	4	-1	3	-1	-1	4	-1	5	-1	-1	1	-1	1	1	4
OMP	-1	-1	-1	-1	4	-1	0	3	4	-1	1	-1	-1	3	-1	-1	4	3	-1	-1	-1	3	4	3	-1	3	-1	3	-1	-1	-1	-1	-1	-1	3	0	-1	-1	-1	-1	1	-1
FN1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	3	3	3	3	3	4	3	3	4	4	3	-1	3	-1	-1	1	1	1	0	1
CAMK1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	4	1	-1	4	4	5	0	-1	4
CAMK2G	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	3	1	4	-1	-1	3	-1	-1	4	-1	-1	3	-1	4	4	-1	-1	-1
DECR1	-1	-1	-1	-1	0	-1	-1	-1	3	-1	4	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	-1	4	4	3	2	-1	1	-1	-1	-1
ESD	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	0	-1	-1
CYC1	3	3	-1	0	-1	4	4	4	3	-1	-1	3	-1	-1	-1	4	0	3	4	-1	0	0	0	3	3	3	3	-1	-1	-1	-1	-1	-1	0	0	3	-1	-1	4	0	0	4
GSS	1	-1	-1	0	1	-1	3	-1	-1	3	4	-1	1	4	4	-1	0	3	4	-1	0	0	0	-1	3	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1
DYRK4	-1	-1	-1	0	-1	4	4	4	4	4	4	4	-1	-1	-1	-1	0	4	-1	0	0	0	0	3	3	3	-1	3	-1	-1	3	-1	-1	3	-1	3	-1	-1	-1	-1	0	1
ACAT1	-1	-1	-1	0	-1	-1	4	-1	-1	4	4	-1	-1	3	-1	3	0	-1	4	-1	0	0	0	3	3	3	3	4	-1	-1	-1	-1	-1	3	0	3	4	-1	0	3	-1	-1
CHES1	-1	-1	0	0	4	3	4	3	4	-1	4	3	-1	3	4	4	1	-1	-1	-1	0	0	0	-1	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	4
C12ORF8	-1	-1	3	0	-1	4	3	4	3	4	3	-1	-1	-1	-1	0	0	3	-1	0	0	0	0	1	0	0	0	0	-1	-1	-1	-1	-1	0	3	-1	2	1	2	-1	3	-1
PKN1	-1	-1	-1	0	-1	-1	3	3	3	3	3	-1	-1	4	4	0	-1	-1	4	1	0	0	0	-1	0	0	-1	3	-1	-1	-1	-1	-1	4	3	-1	4	-1	-1	-1	-1	4
TNFRSF1A	1	-1	-1	0	0	-1	3	3	3	4	4	3	1	-1	-1	3	1	3	4	3	0	0	0	-1	3	3	3	-1	3	0	-1	-1	-1	3	5	3	-1	4	3	-1	1	-1
CPT2	-1	-1	0	0	1	-1	3	3	3	-1	4	-1	-1	-1	-1	4	1	-1	-1	-1	0	0	0	4	3	3	3	-1	-1	-1	-1	-1	-1	3	3	3	4	-1	1	-1	0	1
COASY	0	3	0	0	1	-1	4	3	3	4	4	-1	-1	3	1	0	1	-1	0	3	0	0	0	3	3	3	3	4	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	1	-1	3	1
TOB1	1	-1	0	0	0	4	-1	3	4	0	-1	-1	-1	4	-1	4	-1	0	-1	0	0	0	0	3	3	3	-1	0	-1	-1	-1	-1	-1	1	-1	4	3	-1	4	0	-1	3
GOT2	-1	-1	3	-1	-1	4	4	3	3	4	4	-1	4	4	-1	4	-1	3	3	-1	-1	0	0	3	3	3	3	-1	-1	-1	-1	-1	-1	4	0	3	-1	-1	-1	2	-1	3
GALE	4	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	4	-1	-1	4	-1	3	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1	4	-1	3	4	4	1	-1	-1	-1
SSRP1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	4	-1	-1	3	4	-1	1	3	4	-1	0	0	1	3	3	3	3	4	-1	-1	-1	-1	-1	4	1	2	5	-1	-1	4	-1	4
PPIB	4	-1	3	-1	-1	-1	3	3	3	-1	4	-1	-1	-1	-1	0	1	3	3	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	-1	0	1	3
DDX1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	4	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	1	4	4	0	-1	3	-1
SNRPD3	-1	-1	-1	-1	-1	-1	3	4	3	4	4	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	4	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	3	3
DHX9	4	-1	-1	-1	-1	-1	4	3	3	4	4	-1	-1	4	-1	0	-1	-1	-1	0	-1	-1	-1	3	3	3	4	4	-1	-1	-1	-1	-1	0	-1	-1	-1	2	-1	2	-1	-1
EXOSC7	1	-1	4	0	-1	4	3	4	3	4	4	-1	-1	4	4	-1	1	4	3	-1	1	-1	1	3	3	3	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1
NMT1	-1	-1	-1	0	-1	-1	4	3	3	-1	4	-1	3	-1	-1	-1	0	-1	-1	-1	0	0	0	3	3	3	3	-1	-1	-1	-1	-1	-1	4	-1	-1	2	-1	1	0	-1	-1
THRAP4	-1	-1	0	-1	-1	3	-1	4	-1	-1	-1	-1	3	3	-1	0	3	3	4	-1	-1	-1	-1	3	-1	3	-1	4	-1	-1	4	-1	0	-1	0	-1	4	-1	-1	2	-1	-1
